362,2,0,9,8,4,21,1,3
12,87,0,1,0,0,3,0,15
15,0,106,0,0,0,1,0,0
14,0,0,106,0,0,2,0,0
15,4,7,9,91,1,0,0,1
13,0,14,2,0,92,1,0,0
22,0,0,1,0,0,96,4,1
13,0,0,2,0,0,8,100,0
16,5,0,3,0,0,15,0,89
